CommentId,Comment Link,CommentScore,CommenterId,PostId,Post Link,Text,Title,PostTypeId,PostCreationDate,CommentCreationDate,CommenterRep,PosterRep
"84112001","84112001","0","831878","48558150","48558150","Typo: single backslash should be double backslash inside string literals. You want `'\\BasicAI Server\\Res\\DSC_1902.JPG'`. HOWEVER, Python should be able to understand forward slashes....","Relative path for imread in python","1","2018-02-01 08:18:40","2018-02-01 08:19:46","61623","10"
"84112200","84112200","0","831878","48558150","48558150","Yes you did say ""Relative path"" in your question but you used an absolute path in your code. Hard to figure out what it means but I think @FlyingTeller is right","Relative path for imread in python","1","2018-02-01 08:18:40","2018-02-01 08:25:12","61623","10"
"84112218","84112218","0","831878","48558150","48558150","What error are you getting?","Relative path for imread in python","1","2018-02-01 08:18:40","2018-02-01 08:25:52","61623","10"
"84112807","84112807","0","831878","48558150","48558150","Hmm that's strange, the error is showing up in C++ code. Sorry I'm stumped.","Relative path for imread in python","1","2018-02-01 08:18:40","2018-02-01 08:45:16","61623","10"
"84488396","84488396","0","836215","48743100","48743100","1st there was u bug in Linux kernel, that made khugepaged stuck for a long time. This made Oracle processes unresponsive (event RAC ones having realtime priority). 2nd THP are swappable, while normal HPs are not.","Why THP (Transparent Huge Pages) are not recommended for Databases like Oracle and MongoDB?","1","2018-02-12 09:27:00","2018-02-12 10:29:19","3184","9"
"84374671","84374671","0","836330","48687900","48687900","In the lower right-hand corner of the status bar does it say ""Spaces:4"" or ""Spaces:2""?  If it says 4, click it and choose one of the first two options and change to 2.","VS Code - built-in formatter does not ident with the correct number of spaces","1","2018-02-08 14:32:06","2018-02-08 14:57:19","6292","1"
"84835411","84835411","0","836330","48903600","48903600","Are you using https://marketplace.visualstudio.com/items?itemName=ms-vscode.cpptools?  It has an ""externalConsole"": true; option see https://github.com/Microsoft/vscode-cpptools/blob/master/launch.md#externalconsole which may help.","VSCode - Debuging/Launching using integrated Terminal instead Debug Console","1","2018-02-21 10:29:42","2018-02-21 20:06:31","6292","6"
"84875912","84875912","1","841108","48934350","48934350","You might want to use [libffi](https://sourceware.org/libffi/), but your question is unclear (your english is fine). You could also use [dlsym](http://pubs.opengroup.org/onlinepubs/009695399/functions/dlsym.html) to find a function from its name","Access native code from my own language","1","2018-02-22 18:05:09","2018-02-22 18:26:00","166787","8"
"84443059","84443059","0","841108","48721950","48721950","But you cannot get useful help without any [MCVE] and *detailed* instructions on how you compiled it (including the compiler, its options, its version). BTW, did you read carefully the [Debugging with GDB](https://sourceware.org/gdb/current/onlinedocs/gdb/)","Manually tell GDB the address at which executable is loaded","1","2018-02-10 14:44:39","2018-02-10 15:02:36","166787","118"
"84445193","84445193","0","841108","48721950","48721950","To know which commands exist in `gdb`, read carefully its [Debugging with GDB](https://sourceware.org/gdb/current/onlinedocs/gdb/) manual and notice that some GDB can be [extended](https://sourceware.org/gdb/current/onlinedocs/gdb/Extending-GDB.html) with scripts in Guile or in Python. To check that you compile your code correctly for debugging, provide some [MCVE]. I'm guessing (perhaps wrongly, just a guess) that you are compiling your code incorrectly.","Manually tell GDB the address at which executable is loaded","1","2018-02-10 14:44:39","2018-02-10 16:56:51","166787","118"
"84442836","84442836","0","841108","48721950","48721950","How did you compile your C++ application? Show the exact compilation commands (and tell more about the compiler version). BTW, `gdb-8.1` works quite well on Linux, so did you consider developing your application on some Linux distro? Better yet, provide in your question some small [MCVE] -a small piece of C++- exhibiting the same symptom (and give *exactly* the compilation commands used to build it). Without that practical information, your question is unclear...","Manually tell GDB the address at which executable is loaded","1","2018-02-10 14:44:39","2018-02-10 14:48:14","166787","118"
"84442919","84442919","0","841108","48721950","48721950","So, work a few hours to provide an [MCVE] to exhibit the same problem. Perhaps your Cmake thing did not pass some `-g` flag to `g++`; without such additional -but *essential*- details, your question is unclear (since nobody can reproduce your problem even on his PC running Windows 10 & gdb-8.1)","Manually tell GDB the address at which executable is loaded","1","2018-02-10 14:44:39","2018-02-10 14:54:06","166787","118"
"84264426","84264426","0","843732","48633600","48633600","@RichardCritten: Thanks. Just tried it. There's too many of them. It'd be nice to know which ones it's missing.","""Add Event Handler"" option is grayed out in VS 2008","1","2018-02-06 00:19:18","2018-02-06 00:33:15","7377","7377"
"84264572","84264572","1","843732","48633600","48633600","@IInspectable: No. Otherwise it wouldn't work in a boilerplate/empty MFC template project.","""Add Event Handler"" option is grayed out in VS 2008","1","2018-02-06 00:19:18","2018-02-06 00:43:25","7377","7377"
"84264649","84264649","0","843732","48633600","48633600","Richard is right. It has something to do with comments. Unfortunately the only [reference I can find](http://forums.codeguru.com/showthread.php?429629-What-makes-the-Event-Handler-Wizard-greyed-out) provides very little in the sense of usability. The OP evidently _""figured it out""_ but forgot to sensibly explain where.","""Add Event Handler"" option is grayed out in VS 2008","1","2018-02-06 00:19:18","2018-02-06 00:49:03","7377","7377"
"84264674","84264674","0","843732","48633600","48633600","@IInspectable: Good point. Just did it.","""Add Event Handler"" option is grayed out in VS 2008","1","2018-02-06 00:19:18","2018-02-06 00:50:32","7377","7377"
"84306691","84306691","0","845655","48653850","48653850","You say ""Here (On the product page) is where I call the method GetPrice()"" but the code you've provided doesn't call GetPrice anywhere.","Entering data into an observable collection","1","2018-02-06 23:55:54","2018-02-07 00:54:30","5146","65"
"84577168","84577168","0","850366","48787800","48787800","Yes, however that is not what I am looking for :(
I could have some forms that only need validation and some that only need submit and some need both: validation + submission.","","2","2018-02-14 12:56:36","2018-02-14 12:58:07","3008","3195"
"84577215","84577215","0","850366","48787800","48787800","I also want to be able to keep logic separately for validation and submit.
but thanks anyway :-)","","2","2018-02-14 12:56:36","2018-02-14 12:59:10","3008","3195"
"84873379","84873379","0","867294","48932400","48932400","github supports multiple formats for visual diffing, even some 3d formats. some visual formats also have a text based encoding ( svg for example ), and so text diffing can still be helpful to an extend.","How to graphically diff non-textual files (IIB msgFlows or mappings) on Git?","1","2018-02-22 16:24:03","2018-02-22 17:09:49","12746","38"
"84232190","84232190","0","869621","48617850","48617850","What makes you think that such unique id exists?","How can servet get any unique ID from a client computer?","1","2018-02-05 07:44:25","2018-02-05 07:46:25","31145","1"
"84232222","84232222","0","869621","48617850","48617850","@Filburt Not exactly a duplicate because this question is about getting that id remotely (though the title should be rephrased to express that)","How can servet get any unique ID from a client computer?","1","2018-02-05 07:44:25","2018-02-05 07:47:20","31145","1"
"84177079","84177079","1","874188","48589950","48589950","The trivial solution is to save it as an external script in you `PATH` instead of embedding it in your `.bash_profile`.","How can I call a method from .bash_profile in CodeKit Hooks","1","2018-02-02 19:51:58","2018-02-02 19:55:02","80999","291"
"84469001","84469001","1","874188","48733200","48733200","What do you mean by *""platform/name independent""?* Should this be portable to POSIX platforms, or e.g. Windows too? What exactly is the scenario where `$PWD` doesn't work, and what's the error you get?","bash shell store path to current file as variable?","1","2018-02-11 15:37:12","2018-02-11 18:26:02","80999","132"
"84465530","84465530","1","874188","48733200","48733200","This sounds very much like an [XY Problem](https://meta.stackexchange.com/questions/66377/what-is-the-xy-problem). *Why* do you want to do these things? Yours is perhaps not a good approach to the underlying problem you are attempting to solve.","bash shell store path to current file as variable?","1","2018-02-11 15:37:12","2018-02-11 15:41:44","80999","132"
"84480550","84480550","0","874188","48733200","48733200","@CharlesDuffy I don't think this is a duplicate, the answer which is similar is downvoted and apparently not at all what the OP wants.","bash shell store path to current file as variable?","1","2018-02-11 15:37:12","2018-02-12 06:18:22","80999","132"
"84498320","84498320","0","874188","48733200","48733200","@CharlesDuffy Not sure I understand the OP's intentions exactly either, and not sure it's worth the effort. Can you link to the other duplicate you alluded to, though?","bash shell store path to current file as variable?","1","2018-02-11 15:37:12","2018-02-12 14:51:16","80999","132"
"84384700","84384700","1","874188","48692850","48692850","Then you learned two things already; regular expressions will match on any part of the line; and the proper tool for examining user login information is `getent`. Oh, and that useless use of `grep | awk` thing where just Awk is better.","","2","2018-02-08 18:56:10","2018-02-08 19:17:47","80999","65063"
"84436699","84436699","0","874188","48699150","48699150","Actually, it used to be one of the selling points for the Borne shell. Anything you can do on the command line can be put in a script, and vice versa. You still see the old style e.g. in Windows batch script where some parts of the syntax is different in the interactive shell (though I guess they finally fixed that in Powershell).","","2","2018-02-09 05:16:51","2018-02-10 08:40:06","80999","80999"
"85049750","85049750","0","874188","49014450","49014450","Lesson reinforced: Code which doesn't do what you want is a *terrible* way to try to explain what you do want.","","2","2018-02-27 17:19:41","2018-02-28 05:10:46","80999","552"
"85035229","85035229","2","874188","49014450","49014450","No, if there are no `*.kml` files the loop will be run on the raw unexpanded wildcard. Checking that the wildcard actually matched something is a common and useful idiom. (The OP clearly attempted to apply it incorrectly, though, whereas this code is *almost* correct. Failing to quote the variable in the `if` is a common beginner error. You might want to check http://shellcheck.net/ to diagnose simple errors like this.)","","2","2018-02-27 17:19:41","2018-02-27 18:07:09","80999","552"
"85035356","85035356","1","874188","49014450","49014450","... And I guess the output redirection should probably be `>""${f%.kml}.csv""`","","2","2018-02-27 17:19:41","2018-02-27 18:10:48","80999","552"
"84428495","84428495","0","878126","48665400","48665400","Odd. Was sure I did such a thing. Now it works fine.","","2","2018-02-07 13:44:29","2018-02-09 21:54:47","54951","4720"
"84428573","84428573","0","878126","48665400","48665400","Sadly the bounty was auto-granted, so all I can do is give you +1 . Is it efficient though, to continually call `setBounds` over and over?","","2","2018-02-07 13:44:29","2018-02-09 21:58:13","54951","4720"
"84389373","84389373","0","878126","48665400","48665400","Tried to use this code, but nothing appears on the view. Please show full code","","2","2018-02-07 13:44:29","2018-02-08 21:50:40","54951","4720"
"84461954","84461954","0","878126","48665400","48665400","The `setBounds` reminds me of something a respected Android developer wrote to me about Drawable : ""You should also not be changing the bounds during draw."" : https://github.com/android/android-ktx/issues/210#issuecomment-363435857 . Since here it is called a lot, I think it's a similar thing. Sadly he didn't explain more, and didn't tell me how things should be.","","2","2018-02-07 13:44:29","2018-02-11 12:24:03","54951","4720"
"84786307","84786307","0","889903","48889950","48889950","As long as your computer and your device are both on that network, yes.","What changes are needed for HTTPrequest to work on Device instead of Emulator?","1","2018-02-20 16:33:41","2018-02-20 17:03:41","394","7"
"84880328","84880328","0","890743","48936750","48936750","I bet this won't run.","","2","2018-02-22 20:37:51","2018-02-22 20:38:54","1181","1341"
"84262990","84262990","2","890743","48632850","48632850","Have you read the documentation of what `numeric(38, 38)` means???  It mean total of 38 digits, with 38 digits after decimal.  How would you expect that to work?","With TSQL, how do I convert a highly precise value to numeric?","1","2018-02-05 22:57:17","2018-02-05 23:06:26","1181","448"
"84694644","84694644","0","893217","48843450","48843450","It worked , one update 
<button [routerLink]=""menu.url? [menu.url] : []""></button>","","2","2018-02-17 16:32:55","2018-02-17 19:42:20","2725","94323"
"84691429","84691429","0","893217","48843450","48843450","But I want to render the li","","2","2018-02-17 16:32:55","2018-02-17 16:48:42","2725","94323"
"84691589","84691589","0","893217","48843450","48843450","Yea that can be done ... but is there someway I can set value of menu.url to something that it does not do the routing","","2","2018-02-17 16:32:55","2018-02-17 16:55:50","2725","94323"
"84180800","84180800","2","893670","48589350","48589350","FYI https://github.com/danielmarcoto/asp2console with https://addons.mozilla.org/en-US/firefox/addon/chromelogger/ works flawlessly on Firefox Quantum.","","2","2018-02-02 19:07:46","2018-02-02 22:29:56","12094","710"
"84181685","84181685","1","893670","48589350","48589350","Yes, this is the way of Firefox does starting from [43 to 56](https://developer.mozilla.org/en-US/docs/Tools/Web_Console/Console_messages#Server). Now it requires a 3rd party, but still good.","","2","2018-02-02 19:07:46","2018-02-02 23:14:41","12094","710"
"84183866","84183866","0","900128","48585900","48585900","Which page are you using this js..? are you sure on that page you have ""Log In"" name..?","","2","2018-02-02 15:28:57","2018-02-03 02:23:57","7306","7306"
"84721148","84721148","0","901925","48858600","48858600","You want a (3,4), and `b` has that shape.  The other indices must broadcast to the same shape.","IndexError: shape mismatch: indexing arrays could not be broadcast together with shapes","1","2018-02-19 01:53:22","2018-02-19 02:42:55","98590","124"
"84829817","84829817","1","901925","48909600","48909600","Your `A` matrix is (3,2) shape.  That's not a square matrix (equal number of rows and columns).  `solve` is not meant for over or under determined linear equations.","LinAlgError: Last 2 dimensions of the array must be square","1","2018-02-21 15:27:31","2018-02-21 17:15:06","98590","1"
"85027145","85027145","0","903011","49010850","49010850","@Ferrybig: no, the `data` in compute is not related to the Vue `data` structure. the naming is somehow unfortunate but it does not change the problem in my question. It is absolutely not a typo (just poor naming, and I forgot the parenthesis as this is a function - see the answer)","Why is a Vue function not recognized when used in computed()?","1","2018-02-27 14:19:04","2018-02-27 14:42:50","5694","5694"
"84228545","84228545","0","903061","48615000","48615000","What packages are you using? `bcPower` and `powerTransform` are not in default packages.","R - Box Cox transformation on multiple regression","1","2018-02-05 02:12:23","2018-02-05 04:22:23","55702","1"
"84228554","84228554","0","903061","48615000","48615000","This might be a better fit for stats.stackexchange... seems like more of a stats question than a programming question.","R - Box Cox transformation on multiple regression","1","2018-02-05 02:12:23","2018-02-05 04:23:03","55702","1"
"84491995","84491995","0","903645","48745050","48745050","if you answer the question below I will accept it","Behat, PHP Scenario outline: outputting param","1","2018-02-12 11:10:04","2018-02-12 12:08:11","446","446"
"84360171","84360171","0","903783","48680850","48680850","Have you thought of stacking a non modal replica of the modal window under it and sync their movement (or make it non movable) to avoid the flickering?","","2","2018-02-08 08:27:49","2018-02-08 09:10:33","1371","1371"
"85207158","85207158","0","903783","48976800","48976800","also see https://stackoverflow.com/questions/4039594/brute-force-sudoku-solver-algorithm-in-java-problem and any other sudoku solving related answers on SO in case they help with (re)designing the algorithm (sometimes you just have to scrap your original design instead of trying to fix it)","Sudoku puzzle solver Java Implementation check","1","2018-02-25 18:14:04","2018-03-04 22:02:17","1371","6"
"84320840","84320840","0","906113","48661650","48661650","Just out of curiosity: Why on earth would anybody still use a discontinued browser from 2009?","Javascript KeyboardEvent in IE 8","1","2018-02-07 10:37:21","2018-02-07 10:43:26","13594","1"
"84278606","84278606","0","910674","48631950","48631950","Hi! I installed Sonar C# 6.7.1 (build 4347).","Sonarqube with dotnet core works fine on command line but not from Jenkins","1","2018-02-05 21:41:11","2018-02-06 10:43:31","128","128"
"84288209","84288209","0","910674","48631950","48631950","C# .NET Core. The compilation succeed. And with my script, the end to end process succeed. It fails only when it's executed from Jenkins.","Sonarqube with dotnet core works fine on command line but not from Jenkins","1","2018-02-05 21:41:11","2018-02-06 14:43:08","128","128"
"84573512","84573512","0","911930","48731550","48731550","@AluanHaddad do I have to use it alongside `module: ""commonjs""` ? Otherwise (with my ts config mentioned above) I get errors about React in vscode.

Edit: actually if I use it like that it screams errors in my project, I assume vscode wasn't updated yet","Typescript / React started getting a lot of ""variableName is undefined""","1","2018-02-11 12:37:05","2018-02-14 11:29:45","7977","7977"
"84569142","84569142","0","911930","48731550","48731550","@arturgrzesiak I think mine started at 2.7 as well, and yeh I'm experiencing same behaviour as you, it works fine until I do a live reload / refresh of the app, after this I have to re-build it, its supper annoying.","Typescript / React started getting a lot of ""variableName is undefined""","1","2018-02-11 12:37:05","2018-02-14 09:38:29","7977","7977"
"84569166","84569166","0","911930","48731550","48731550","@AluanHaddad Thanks for advice I will update my project, but not sure if this is whats causing it.","Typescript / React started getting a lot of ""variableName is undefined""","1","2018-02-11 12:37:05","2018-02-14 09:39:03","7977","7977"
"84540755","84540755","0","911930","48731550","48731550","@DoXicK exact same import yeh","Typescript / React started getting a lot of ""variableName is undefined""","1","2018-02-11 12:37:05","2018-02-13 15:11:12","7977","7977"
"84540664","84540664","0","911930","48731550","48731550","@DoXicK updated examples to be consistent, thing is that second version also executes `signOut` as expected","Typescript / React started getting a lot of ""variableName is undefined""","1","2018-02-11 12:37:05","2018-02-13 15:08:58","7977","7977"
"84773156","84773156","1","916000","48884400","48884400","check this line: `let gdday = new Date(year- + month + -day);` there's something wrong with it.","How can I get 2018 instead of 1970 from new Date javascript?","1","2018-02-20 11:34:38","2018-02-20 11:36:11","10756","5"
"84762198","84762198","0","916000","48879150","48879150","You can pass the pointer all together, then in the target function you can get the first two chars of it. You can't do this without modifying the original with a null character.","C - How to pass part of a string without copying to a new string?","1","2018-02-20 06:28:14","2018-02-20 06:30:57","10756","1"
"84470910","84470910","0","917053","48720000","48720000","query expression cannot rely upon custom functions that `Linq2Sql` provider does not know how to express as SQL, so the code suggested above will end up with notorious `System.NotSupportedException: Method 'Boolean equalOrNotEmpty(System.String, System.String)' has no supported translation to SQL`.","","2","2018-02-10 11:00:41","2018-02-11 19:54:48","8984","426"
"85026016","85026016","0","920069","48868950","48868950","You need to mask your values so you include only the bits you are interested in for each step. Like this: https://ideone.com/rLiDCR","Extracting hours, minutes and seconds from binary encoding","1","2018-02-19 15:08:02","2018-02-27 14:16:36","3441","18"
"84251937","84251937","0","925737","48589950","48589950","this is a reusable script that I will sometimes run from the terminal. I want CodeKit to run the same script when I save files. (script copies files to a docker folder and does several other things with them). I don't really want two copies of the same script. So keeping it in the bashprofile seems wise.","How can I call a method from .bash_profile in CodeKit Hooks","1","2018-02-02 19:51:58","2018-02-05 16:53:07","291","291"
"84944901","84944901","0","926143","48885450","48885450","@RaviPujar, See my response at the bottom of my post.","","2","2018-02-20 12:36:03","2018-02-25 02:38:51","26665","26665"
"84797762","84797762","0","926143","48885450","48885450","@RaviPujar, See my response at the bottom of my answer.","","2","2018-02-20 12:36:03","2018-02-20 23:43:47","26665","26665"
"84943195","84943195","0","929187","48852300","48852300","Possible duplicate of https://stackoverflow.com/questions/10556404/mysql-select-int-as-currency-or-convert-int-to-currency-format","Add currency symbol in returned column in SQLite","1","2018-02-18 13:39:35","2018-02-24 23:49:44","5464","84"
"84715046","84715046","0","931004","48835800","48835800","Why did you add '@JsonSerialize(keyUsing = MapSerializer.class)'? It should work fine without it.","How to Serialize correctly a Map with jackson and make it fail if the json strcuture is not a Map?","1","2018-02-16 22:33:57","2018-02-18 19:40:19","1476","21"
"84966397","84966397","0","931247","48980400","48980400","If I put `usualname: this.$store.state.company_data.usual_name` in `data()`, the `input` will not be initialized. Perhaps because the Vuex store is not yet ready when input value is set.","VueJS/Vuex: Cannot access to real value of input","1","2018-02-26 01:51:24","2018-02-26 02:31:04","1014","1014"
"84263777","84263777","0","933740","48633300","48633300","@MagnusEriksson That other question is ultimately about requiring files all the time, I'm looking for something that wouldn't force it to be required on all pages where it's never going to be used but only where needed/asked.","Loading namespaced functions using composer/PSR","1","2018-02-05 23:41:47","2018-02-05 23:50:17","102","102"
"84122915","84122915","2","939410","48563550","48563550","Unless you're running a hard real time operating system sampling things in software is probably a bad idea. In general these kinds of applications usually either do sampling in hardware to a buffer which then a driver reads periodically or the samples have timestamps provided by the hardware. Also, if you're reading from userland (not a driver in the kernel) you might have problems getting a frequency better than 100Hz.","What is the most appropriate clock/time source for software-based signal processing?","1","2018-02-01 13:08:42","2018-02-01 13:13:27","16715","1714"
"88469491","88469491","0","942774","48700950","48700950","Can someone please shed some light on how the weighting formula `K.mean((weights[:,0]**(1-y_true))*(weights[:,1]**(y_true))*K.binary_crossentropy(y_true, y_pred), axis=-1)` was constructed? Thanks.","","2","2018-02-09 07:44:22","2018-06-06 23:16:47","1287","685"
"84256737","84256737","0","945871","48628650","48628650","where does it hang? What is the last line of code being executed?","Embedding mayaVI within wxPython","1","2018-02-05 17:58:00","2018-02-05 19:19:38","1548","33"
"84290377","84290377","0","945871","48628650","48628650","I understand that. But my question was - where does it fail? Did you try to insert some kind of a print statement or use a debugger?","Embedding mayaVI within wxPython","1","2018-02-05 17:58:00","2018-02-06 15:32:53","1548","33"
"84780963","84780963","0","949251","48869550","48869550","You are right of course, that was a mistake on my part. For some reason I was under the impression that the weights are applied at each layer of the network. But obviously this is only relevant for computing a weighted error which is then backpropagated through the network.","","2","2018-02-19 15:46:07","2018-02-20 14:54:34","148","642"
"84210022","84210022","0","949476","48606900","48606900","`data: productObject,`","How to make my data in proper json by javascript","1","2018-02-04 10:02:28","2018-02-04 10:04:04","159575","19"
"84773892","84773892","1","952199","48883350","48883350","Why don't you use a `Filter` to intercept the `HttpServletResponse` and compress it ? for instance : http://www.onjava.com/pub/a/onjava/2003/11/19/filters.html","Tomcat 8 enable gzip compression in a java application configuration xml file","1","2018-02-20 10:41:45","2018-02-20 11:54:24","545","423"
"84260510","84260510","0","954852","48631500","48631500","Can you explain what do you mean by ""It hangs"" ?","SocketIO client + Bluebird hangs in node","1","2018-02-05 21:08:05","2018-02-05 21:25:03","5217","1615"
"84451501","84451501","0","954852","48712350","48712350","What are you looking for?","","2","2018-02-09 18:54:23","2018-02-10 22:35:00","5217","5217"
"84859983","84859983","0","960863","48926400","48926400","It does not work. I knew that, tried but did not work on this example.","","2","2018-02-22 11:33:34","2018-02-22 12:04:16","382","65"
"84978482","84978482","0","964411","48987000","48987000","Try [Zxing](https://github.com/zxing/zxing)","Scan QR code - public key","1","2018-02-26 11:04:20","2018-02-26 11:06:23","1244","55"
"84978573","84978573","0","964411","48987000","48987000","Possible duplicate of [Integrating the ZXing library directly into my Android application](https://stackoverflow.com/questions/4782543/integrating-the-zxing-library-directly-into-my-android-application)","Scan QR code - public key","1","2018-02-26 11:04:20","2018-02-26 11:08:43","1244","55"
"84834358","84834358","0","965769","48913950","48913950","can you show us your attempt with map?","call javascript regex exec multiple times using lodash","1","2018-02-21 19:27:19","2018-02-21 19:35:42","2332","589"
"85179394","85179394","0","968231","49009350","49009350","What do you mean they overwrite existing data? Are you saying you're losing previously written values, or concerned you need to write the whole document each time?","Append sensor data into document in Couchbase database","1","2018-02-27 13:00:47","2018-03-03 17:24:22","1552","1"
"84926131","84926131","1","970474","48959700","48959700","@PaulKaram it is added now. I know it is not free :)","php json output to html table with additional text boxes and post back to a php with the input for updating the mysql","1","2018-02-24 05:29:05","2018-02-24 05:42:21","114","114"
"84926223","84926223","0","970474","48959700","48959700","@ezw i am to be honest, blindly trying things as i do not know how to get the php localhost/json.php output data to the html table and get two data inputs and post it back to the localhost/post.php","php json output to html table with additional text boxes and post back to a php with the input for updating the mysql","1","2018-02-24 05:29:05","2018-02-24 05:53:13","114","114"
"84111130","84111130","1","970909","48557550","48557550","You are not only processing image but you are capturing and displaying as well. The best thing to do is to run asynchronously. Use a separate thread to capture the images and store in queue and another thread to process and maybe another thread to display (some camera can display the image as part of the acquisition step). You may need to implement a multi-threaded producer-consumer algorithm (https://en.wikipedia.org/wiki/Producer–consumer_problem or goo.gl/h53TCt). Your FPS will then be limited by the slowest of image capture, processing and display.","openCV: How can I increase performance on image processing?","1","2018-02-01 07:35:34","2018-02-01 07:48:33","146","6"
"84604590","84604590","0","979033","48795600","48795600","OK that works thanks !","WPF TextBox ConvertBack - what should i do with this?","1","2018-02-14 20:23:29","2018-02-15 06:16:48","444","444"
"85038708","85038708","0","979331","49016550","49016550","This does not work I am still getting the same error","","2","2018-02-27 19:31:49","2018-02-27 19:52:47","9","5368"
"85038425","85038425","0","979331","49016550","49016550","Trying this now","","2","2018-02-27 19:31:49","2018-02-27 19:44:44","9","5368"
"86062725","86062725","0","980000","48947400","48947400","Finally found the solution. It was answered in an IBM forum. However this works from Websphere 8.5.5.13 onwards only https://www.ibm.com/developerworks/community/forums/html/topic?id=badb53e6-8523-4394-87bc-a921ceb13a61&ps=25","wildcards in dynamic outbound ssl endpoints IBM WEBSPHERE","1","2018-02-23 12:00:12","2018-03-28 05:40:21","48","48"
"84511895","84511895","1","980550","48741900","48741900","@AkbarMna technically, you *can* use `;` anywhere you like. The question is: where does Prolog actually apply an *interpretation* of it as an operator. That happens in the body of a predicate, or at the command line. So you can say, `?- eats(Person, baked) ; eats(Person, fried).` and this will show you all `Person` values where that person eats baked or that person eats fried. But if you write `eats(baked ; fried)`, Prolog does *not* interpret `;`. It's just a functor, and it sees this as `eats(';'(baked, fried))`. This may seem odd, but it allows you to write predicates to reason about `;`.","","2","2018-02-12 08:06:47","2018-02-12 21:03:11","41671","1121"
"84252213","84252213","0","980550","48627600","48627600","*If I do not give the single quotes the userName will be taken as a string literal.* What shell are you using? It works fine for me in `bash` without the single quotes.","do not show single quotes for a variable shell script","1","2018-02-05 16:55:35","2018-02-05 17:00:12","41671","27"
"84968097","84968097","0","987297","48910650","48910650","@cowCrazy this only happens to users that have cloudinary.com cookies - as cloudinary.com sets some GA cookies that are whole-domain. So the vast majority of your users won't be affected - only people who actually visited cloudinary.com in addition to your app, _and_ also have PB installed.
Cloudinary.com is supposed to be on the PB 'yellow list', you can add your report to https://github.com/EFForg/privacybadger/issues/1153 to help expedite this.","Privacy-Badger blocking Cloudinary","1","2018-02-21 16:19:10","2018-02-26 04:36:46","1600","767"
"89358508","89358508","0","990942","48574650","48574650","I think problem is with `button`, because it seems working for any other element, but using `div` instead of `button` is weird :( Still didn't work in FF 61.0 @ macOS","Clicking a button's pseudo-element in Firefox does not trigger click","1","2018-02-02 02:02:43","2018-07-05 10:02:43","684","227"
"89361156","89361156","0","990942","48574650","48574650","Possible duplicate of [FireFox Button child span and li not clickable or hoverable](https://stackoverflow.com/questions/23275749/firefox-button-child-span-and-li-not-clickable-or-hoverable)","Clicking a button's pseudo-element in Firefox does not trigger click","1","2018-02-02 02:02:43","2018-07-05 11:10:47","684","227"
"87670690","87670690","0","991484","48731400","48731400","@MohammadKanan you are probably mixing up `ListModel` and JS array - `ListModel` has `count` and JS array has `length`, both are system independent.","","2","2018-02-11 12:19:17","2018-05-14 09:50:13","31954","31954"
"84494130","84494130","1","991484","48731400","48731400","Well, I gave you the code to make it work, it is up to you to plug it in your design. I have no idea what you are doing and how your application is designed. You will have to find a way to trigger the functionality at the right time. If you have further questions, post a new question with the particular issue. This one was about saving and restoring the model, which has been answered.","","2","2018-02-11 12:19:17","2018-02-12 13:03:57","31954","31954"
"84462482","84462482","0","991484","48731400","48731400","You have to `app.setOrganizationName()`, `app.setOrganizationDomain()` and `app.setApplicationName()` in main.cpp to get the settings to work on windows and probably android too.","","2","2018-02-11 12:19:17","2018-02-11 12:54:18","31954","31954"
"84462655","84462655","0","991484","48731400","48731400","Obviously you have to set some values...","","2","2018-02-11 12:19:17","2018-02-11 13:03:14","31954","31954"
"84463085","84463085","0","991484","48731400","48731400","Just put some org name, domain name and app name. It is required so that the system can store the data in the appropriate place.","","2","2018-02-11 12:19:17","2018-02-11 13:27:35","31954","31954"
"84309476","84309476","0","992484","48655650","48655650","Nope, second last thing. Next, you should be getting a `NullPointerException` because `sg` is `null","How to implement Hilbert Curve in JFrame","1","2018-02-07 03:45:10","2018-02-07 04:03:45","289373","10"
"84309255","84309255","0","992484","48655650","48655650","Start by making `frame.setVisible(true);` the last thing you call in `fireUpScreen`","How to implement Hilbert Curve in JFrame","1","2018-02-07 03:45:10","2018-02-07 03:50:03","289373","10"
"84282311","84282311","2","997162","48642300","48642300","Remove the `uniqueConstraints`, it will be unique anyway because Doctrine will use both keys as the PRIMARY KEY in the many-to-many table. The correct way how to write many-to-many mapping can be found in [this](https://gist.github.com/Ocramius/3121916) gist by Marco Pivetta.","Symfony ManyToMany relation add constraint without entity","1","2018-02-06 11:43:54","2018-02-06 12:19:47","4861","910"
"84849553","84849553","0","997958","48921600","48921600","The confusion probably stems from the fact that this is not a parallax effect. Parallax is when the background moves slower than the foreground to give an effect that the background is further away. In the example you gave this doesn't happen.","Deconstructing the js formula for this parallax","1","2018-02-22 07:15:06","2018-02-22 07:18:51","3912","551"
"84547047","84547047","1","1006201","48750000","48750000","@GhostCat I was just waiting if anyone had anything else to say on the topic. But yeah, your answer did help a lot. I will accept it.","Creating configurations interface for Model Project (JAVA)","1","2018-02-12 15:34:25","2018-02-13 17:54:49","1585","1585"
